NUMESCALA;C_Abonos;C_Agro-ganadero y alimentario;C_Energético;C_Material de construcción;C_Minerales no metálicos;C_Químicos;C_Siderometalúrgico;C_Vehículos y elementos de transporte;C_Otras mercancías;D_Abonos;D_Agro-ganadero y alimentario;D_Energético;D_Material de construcción;D_Minerales no metálicos;D_Químicos;D_Siderometalúrgico;D_Vehículos y elementos de transporte;D_Otras mercancías
C202000770;0;0;0;0;0;3550;0;0;0;0;0;0;0;0;0;0;0;0
C202000773;0;0;0;0;0;0;0;0;1785.692;0;0;0;0;0;0;0;0;0
C202000774;0;0;0;0;0;0;3966.012;0;0;0;0;0;0;0;0;0;0;0
C202000777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7119;0;0
C202000778;0;0;0;0;0;0;2242.74;0;0;0;0;0;0;0;0;0;0;0
C202000790;0;0;0;0;0;0;5532.482;0;0;0;0;0;0;0;0;0;0;0
C202000796;0;0;0;0.162;0;207.701;1.785;0;0;0;0;0;0;0;0;0;0;0
C202000797;0;0;0;0;0;0;0;0;0;2600.209;0;0;0;0;0;0;0;0
C202000799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9988.495;0;0
C202000802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4799.881;0;0
C202000803;0;0;0;0;0;0;3376.182;0;0;0;0;0;0;0;0;2955.71;0;0
C202000807;0;0;0;0;1861.728;0;0;0;0;0;2575.334;0;0;0;0;0;0;0
C202000812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3826.92;0;0
C202000815;0;0;0;0;0;16996;0;0;0;0;0;0;0;0;0;0;0;0
C202000825;0;0;0;586.134;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202000830;0;0;0;0;0;29610;0;0;0;0;0;0;0;0;0;0;0;0
C202000832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3412.52;0;0
C202000835;0;0;0;0;0;0;0;0;0;0;2750;0;0;0;0;0;0;0
C202000836;0;0;0;0;10886.5;0;0;0;0;10500;0;0;0;0;0;0;0;0
C202000844;0;0;0;0;0;0;0;0;118.931;0;0;0;0;0;0;0;0;0
C202000845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3422.909;0;0
C202000847;0;0;0;0;0;0;0;0;0;0;0;3849.159;0;0;0;0;0;0
C202000857;0;0;0;0;0;0;4049.295;0;0;0;0;0;0;0;0;0;0;0
C202000858;0;0;0;0;0;288.96;0;0;2.4;0;0;0;0;0;0;0;0;0
C202000860;0;0;0;0;0;0;0;0;0;0;2682.242;0;0;0;0;0;0;0
C202000861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4755.096;0;0
C202000862;0;0;0;0;0;4543;0;0;0;0;0;0;0;0;0;0;0;0
C202000863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4035.455;0;0
C202000864;0;0;0;0;0;0;0;0;0;7960.288;0;0;0;0;0;0;0;0
C202000869;0;0;0;0;0;0;0;0;1271.055;0;0;0;0;0;0;0;0;0
C202000870;0;0;0;0;0;0;4116.78;0;0;5575;0;0;0;0;0;0;0;0
C202000874;0;0;0;0;0;0;0;0;0;2108.041;0;0;0;0;0;0;0;0
C202000878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1218.517;0;0
C202000879;0;0;0;0;0;3600;0;0;0;0;0;0;0;0;0;4284.932;0;0
C202000880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1989.54;0;0
C202000881;0;0;0;0;0;0;0;0;0;0;5498.259;0;0;0;0;0;0;0
C202000885;0;0;0;0;0;0;0;0;0;0;4976.08;0;0;0;0;0;0;0
C202000886;0;0;0;0;0;23021.9;0;0;0;0;0;0;0;0;0;0;0;0
C202000887;0;0;0;0;0;0;1933.57;0;0;0;0;0;0;0;0;0;0;0
C202000888;0;0;0;0;0;0;1553.784;0;0;0;0;0;0;0;0;0;0;0
C202000896;0;0;0;0;0;0;0;0;0;0;58899.99;0;0;0;0;0;0;0
C202000897;0;0;0;0;0;0;3187.328;0;0;0;0;0;0;0;0;0;0;0
C202000898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0
C202000899;0;0;0;0;0;38.423;1186.956;0;323.066;0;0;0;0;0;0;0;0;0
C202000901;0;0;0;0;0;0;0;0;0;4410;0;0;0;0;0;0;0;0
C202000903;0;0;0;0;0;0;0;0;0;14301.632;0;0;0;0;0;0;0;0
C202000908;0;0;0;0;0;0;0;0;0;8085;0;0;0;0;0;0;0;0
C202000909;0;0;0;0;0;4050;0;0;0;0;0;0;0;0;0;3309.06;0;0
C202000911;0;0;0;0;0;183.141;1.87;0;93.148;0;0;0;0;0;0;0;0;0
C202000914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2913.771;0;0
C202000915;0;0;0;0;0;0;0;0;0;4327;0;0;0;0;0;0;0;0
C202000916;0;5380.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202000917;0;0;0;0;0;0;0;0;0;10175;0;0;0;0;0;0;0;0
C202000918;0;0;0;0;0;0;5970.239;0;0;0;0;0;0;0;0;0;0;0
C202000919;0;0;0;455.778;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C202000925;0;0;0;0;0;0;0;0;0;7648.224;0;0;0;0;0;0;0;0
C202000926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9308;0;0
C202000927;0;0;0;0;0;0;0;0;0;7520;0;0;0;0;0;0;0;0
C202000937;0;0;0;0;0;0;0;0;0;0;3100;0;0;0;0;0;0;0
C202000939;0;0;0;0;0;0;0;0;0;4410.092;0;0;0;0;0;0;0;0
C202000943;0;0;0;0;0;0;4741.33;0;0;0;0;0;0;0;0;0;0;0
C202000945;0;0;0;0;0;0;1982.96;0;0;0;0;0;0;0;0;3492.179;0;0
C202000946;0;0;0;0;0;0;0;0;0;4410;0;0;0;0;0;0;0;0
C202000952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4729.569;0;0
C202000953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97.15;0;0;0
C202000954;0;0;0;0;0;0;0;0;0;6924.45;0;0;0;0;2200;0;0;0
C202000955;0;0;0;0;0;0;0;0;0;0;0;0;6104.31;0;0;0;0;0
C202000956;0;0;0;0;0;0;2537.409;0;0;0;0;0;0;0;0;0;0;0
C202000957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3575.06;0;0
C202000964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3443.25;0;0
C202000965;0;0;0;0;0;0;2000;0;0;0;0;0;0;0;0;2497.68;0;0
C202000966;0;0;0;0;0;3319.395;0;0;0;0;0;0;0;0;0;0;0;0
C202000969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4728.366;0;0
C202000970;0;0;0;0;0;0;0;0;0;0;5498.334;0;0;0;0;0;0;0
C202000972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118.931
C202000978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3339.507;0;0
C202000979;0;0;0;0;0;0;0;0;0;0;0;65571;0;0;0;0;0;0
C202000980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1406.266
C202000982;0;0;0;0;2463.14;0;0;0;0.485;0;0;0;0;0;0;0;0;0
C202000988;0;0;0;0;0;3237;0;0;0;0;0;0;0;0;0;0;0;0
C202000992;0;0;0;0;0;22015;0;0;0;0;0;0;0;0;0;0;0;0
C202001000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1219.455;0;0
C202001002;0;0;0;0;0;0;0;0;0;0;2231.156;0;0;0;0;0;0;0
C202001003;0;0;0;0;0;0;0;0;0;0;12508.67;0;0;0;0;0;0;0
C202001010;0;0;0;0;0;0;0;0;0;0;17100;0;0;0;0;0;0;0
C202001011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36525;0;0
C202001013;0;0;0;0;0;0;1970.162;0;2.5;0;0;0;0;0;0;0;0;0
C202001016;0;0;0;0;0;0;0;0;0;9450;0;0;0;0;0;0;0;0
C202001017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4946.561;0;0
C202001018;0;0;0;0;0;0;1598.837;0;0;0;0;0;0;0;0;0;0;0
C202001019;0;0;0;0;0;0;0;0;0;0;2850.981;0;0;0;0;0;0;0
C202001020;0;0;0;0.45;0;158.226;0.85;0;0;0;0;0;0;0;0;0;0;0
C202001021;0;0;0;0;0;0;4924.516;0;0;0;0;0;0;0;0;0;0;0
C202001030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4735.432;0;0
C202001034;0;0;0;0;0;0;0;0;0;0;33000;0;0;0;0;0;0;0
C202001036;0;0;0;0;0;0;5712.835;0;0;0;0;0;0;0;0;0;0;0
C202001037;0;0;0;0;0;0;2500;0;0;0;0;0;0;0;0;0;0;0
C202001041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3662.84;0;0
C202001048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1953.23;0;0
C202001049;0;0;0;0;0;0;0;0;0;4620;0;0;0;0;0;0;0;0
C202001050;0;0;0;0;0;0;0;0;0;4965.872;0;0;0;0;0;0;0;0
C202001051;0;0;0;0;0;0;1573.025;0;0;0;0;0;0;0;0;0;0;0
C202001054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4759.021;0;0
C202001061;0;0;0;0;0;0;2079.44;0;0;0;0;0;0;0;0;0;0;0
C202001063;0;0;0;0;0;3526;0;0;0;0;0;0;0;0;0;0;0;0
C202001065;0;0;0;0;0;0;0;0;0;6105.57;0;0;0;0;0;0;0;0
C202001068;0;0;0;0;0;0;0;0;0;6016.007;0;0;0;0;0;0;0;0
C202001069;0;0;0;0;0;0;0;0;28.542;0;0;0;0;0;0;0;0;0
C202001070;0;0;0;0;0;0;10150;0;0;0;0;0;0;0;0;0;0;0
C202001075;0;0;0;0;0;0;0;0;474.552;0;0;0;0;0;0;0;0;0
C202001077;0;0;0;0;0;0;0;0;0;4315;0;0;0;0;0;0;0;0
C202001078;0;0;0;0;0;0;0;0;0;4703.394;0;0;0;0;0;0;0;0
C202001079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14417.414;0;0
C202001080;0;0;0;0;0;0;0;0;0;6200;0;0;0;0;0;0;0;0
C202001083;0;0;0;0;0;4600;0;0;0;0;0;0;0;0;0;0;0;0
C202001090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4735.659;0;0
C202001096;0;0;0;0;0;0;0;0;0;10700;0;0;0;0;0;0;0;0
C202001098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3910.62;0;0
C202001103;0;0;0;0;0;32750;0;0;0;0;0;0;0;0;0;0;0;0
C202001105;0;0;0;0;0;0;0;0;0;0;22016;0;0;0;0;0;0;0
C202001106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4874.88;0;0
C202001107;0;0;0;0;0;0;0;0;0;7632;0;0;0;0;0;0;0;0
C202001108;0;0;0;0;1510.92;0;0;0;0;0;0;0;0;0;0;0;0;0
C202001109;0;0;0;0;0;0;0;0;13.357;0;0;0;0;0;0;0;0;0
C202001111;0;0;0;0;0;0;0;0;0;1700;0;0;0;0;0;0;0;0
C202001115;0;0;0;0;0;0;0;0;0;0;2313.898;0;0;0;0;0;0;0
C202001116;0;0;0;0;0;0;0;0;0;0;3300;0;0;0;0;0;0;0
C202001119;0;0;0;0;0;0;0;0;2016.652;0;0;0;0;0;0;0;0;0
C202001126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4206.124
C202001127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4733.066;0;0
C202001128;0;0;0;0;0;0;0;0;0;0;2750;0;0;0;0;0;0;0
C202001131;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0
C202001134;0;0;0;0;0;249.087;0;0;0;0;0;0;0;0;0;0;0;0
C202001135;0;0;0;0;0;0;0;0;0;0;54571.015;0;0;0;0;0;0;0
C202001136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5019.971;0;0
C202001144;0;0;0;0;0;0;0;0;0;4326;0;0;0;0;0;0;0;0
C202001153;0;0;0;0;0;0;0;0;114.404;0;0;0;0;0;0;0;0;0
C202001156;0;0;0;0;0;0;0;0;0;4600;0;0;0;0;0;0;0;0
C202001157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3619.687;0;0
C202001158;0;0;0;0;0;0;0;0;0;0;3500;0;0;0;0;0;0;0
C202001159;0;0;0;0;0;0;0;0;0;0;3666.34;0;0;0;0;0;0;0
C202001162;0;0;0;0;0;0;7452.657;0;0;0;0;0;0;0;0;0;0;0
C202001164;0;0;0;0;0;0;0;0;0;4724.97;0;0;0;0;0;0;0;0
C202001165;0;0;0;0;0;0;0;0;0;0;2750.919;0;0;0;0;0;0;0
C202001166;0;0;0;0;0;24345;0;0;0;0;0;0;0;0;0;0;0;0
C202001168;0;0;0;0;0;0;0;0;0;0;20609.68;0;0;0;0;0;0;0
C202001169;0;0;0;17.855;0;227.345;0;0;0.104;0;0;0;0;0;0;0;0;0
C202001176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2608.09;0;0
C202001177;0;0;0;0;0;0;0;0;0;6161.187;0;0;0;0;0;0;0;0
C202001178;0;0;0;0;0;0;0;0;0;3850;0;0;0;0;0;0;0;0
C202001185;0;0;0;0;0;26738;0;0;0;0;0;0;0;0;0;0;0;0
C202001186;0;0;0;0;0;0;0;0;0;5487.66;0;0;0;0;0;0;0;0
C202001187;0;0;0;0;0;0;0;0;0;6172.445;0;0;0;0;0;0;0;0
C202001195;0;0;0;0;0;0;0;0;0;22968;0;0;0;0;0;0;0;0
C202001197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4000.501;0;0
C202001204;0;0;0;0;0;0;0;0;0;0;0;0;0;5998.384;0;0;0;0
C202001206;0;0;0;0;0;0;0;0;0;7580;0;0;0;0;0;0;0;0
C202001207;0;0;0;0;0;3509;0;0;0;0;0;0;0;0;0;0;0;0
C202001209;0;0;0;0;0;0;1966.78;0;0;0;0;0;0;0;0;0;0;0
C202001210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3473.78;0;0
C202001211;0;0;0;0;0;0;0;0;0;0;3300;0;0;0;0;0;0;0
C202001212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014.27;0;0
C202001213;0;0;0;0;0;4612;0;0;0;0;0;0;0;0;0;0;0;4003.935
C202001224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3707.31;0;0
C202001229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5629.009;0;0
C202001230;0;0;0;0;0;0;0;0;0;4945;0;0;0;0;0;0;0;0
C202001232;0;0;0;0;0;0;0;0;0;0;0;0;5952.35;0;0;0;0;0
C202001235;0;0;0;0;0;0;0;0;0;5950.002;0;0;0;0;0;0;0;0
C202001240;0;0;0;0;0;0;1927.619;0;0;0;0;0;0;0;0;0;0;0
C202001246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4609.931;0;0
C202001247;0;0;0;0;0;2900;0;0;0;0;0;0;0;0;0;0;0;0
C202001248;0;0;0;0;0;2805.6;0;0;0;0;0;0;0;0;0;0;0;0
C202001250;0;0;0;0;0;0;0;0;863.75;0;0;0;0;0;0;0;0;0
C202001251;0;0;0;0;0;0;0;0;0;4724;0;0;0;0;0;0;0;0
C202001254;0;0;0;4451;0;108.766;0;0;0;0;3000;0;0;0;0;0;0;0
C202001257;0;0;0;0;0;3459;0;0;0;0;0;0;0;0;0;0;0;0
C202001259;0;0;0;0;0;20000;0;0;0;0;0;0;0;0;0;0;0;0
C202001260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12205.243;0;0
C202001261;0;0;0;0;0;0;0;0;0;3959.42;0;0;0;0;0;0;0;0
C202001262;0;0;0;0;0;0;0;0;2060.57;0;0;0;0;0;0;2529.581;0;0
C202001264;0;0;0;0;0;0;0;0;152.37;0;0;0;0;0;97.05;0;0;0
C202001265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1890.66;0;0
C202001277;0;0;0;0;0;0;0;0;0;0;10000;0;0;0;0;0;0;0
C202001278;0;0;0;0;0;3845;0;0;0;0;0;0;0;0;0;0;0;0
C202001284;0;0;0;0;0;0;0;0;0;4725;0;0;0;0;0;0;0;0
C202001287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3937;0;0
C202001296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22771.425;0;0
C202001306;0;0;0;0;0;0;0;0;0;0;3725.35;0;0;0;0;0;0;0
C202001307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3430.57;0;0
C202001308;0;0;0;0;0;128.461;193.646;0;0;0;0;0;0;0;0;0;0;0
C202001310;0;0;0;0;0;0;4294.471;0;0;0;0;0;0;0;0;0;0;0
C202001312;0;0;0;0;0;3921;0;0;0;0;0;0;0;0;0;0;0;0
C202001313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4611.13;0;0
C202001315;0;0;0;0;0;0;0;0;0;0;2750.416;0;0;0;0;0;0;0
C202001324;0;0;0;0;0;23075;0;0;0;0;0;0;0;0;0;0;0;0
C202001325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11000;0;0
C202001330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3141.75;0;0
C202001332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1344.6
C202001334;0;0;0;0;0;0;0;0;0;1902.204;0;0;0;0;0;0;0;0
C202001335;0;0;0;0;0;0;1830.484;0;0;0;0;0;0;0;0;0;0;0
C202001336;0;0;0;0;0;0;0;0;0;4599.953;0;0;0;0;0;0;0;0
C202001339;0;0;0;0;0;0;61.722;0;240.28;0;0;0;0;0;0;0;0;0
C202001340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2496.75;0;0
C202001348;0;0;0;0;0;327.204;0;0;86.937;0;0;0;0;0;0;0;0;0
C202001349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4599.65;0;0
C202001354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3034.16;0;0
C202001358;0;0;0;0;0;0.092;2847.342;0;109.418;0;0;0;0;0;0;0;0;0
C202001359;0;0;0;2.196;0;18.474;0;0;0.447;0;0;0;0;0;0;0;0;0
C202001360;0;0;0;0;0;0;0;0;0;4400;0;0;0;0;0;0;0;0
C202001362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.709;3.683;0;8.469
C202001369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96.9;0;0;0
C202001374;0;0;0;0;0;3206.4;0;0;0;0;0;0;0;0;0;0;0;0
C202001376;0;0;0;0;0;0;0;0;0;0;2948.59;0;0;0;0;0;0;0
C202001378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24500;0;0
C202001381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4517.625;0;0
C202001383;0;0;0;0;0;0;0;0;0;5933;0;0;0;0;0;0;0;0
C202001385;0;0;0;0;0;0;2143.01;0;0;0;0;0;0;0;0;0;0;0
C202001389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;309.4
C202001390;0;0;0;0;0;0;0;0;0;0;3155.56;0;0;0;0;0;0;0
C202001397;0;0;0;0;0;18119;0;0;0;0;0;0;0;0;0;0;0;0
C202001398;0;0;0;0;0;0;0;0;0;0;0;3110.31;0;0;0;0;0;0
C202001400;0;0;0;0;0;0;0;0;0;4374;0;0;0;0;0;0;0;0
C202001401;0;0;0;0;0;0;0;0;142.84;0;0;0;0;0;0;0;0;0
C202001402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1200;0;0
C202001408;0;0;0;0;0;4498;0;0;0;0;0;0;0;0;0;0;0;0
C202001414;0;0;0;0;0;0;0;0;1950.925;0;0;0;0;0;0;0;0;0
C202001415;0;0;0;0;0;27123.2;0;0;0;0;0;0;0;0;0;0;0;0
C202001416;0;0;0;0;0;0;0;0;0;3550;0;0;0;0;0;0;0;0
C202001419;0;0;0;0;0;0;0;0;0;3192.5;0;0;0;0;0;0;0;0
C202001421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;832.53;0;0
C202001425;0;0;0;0;2170;0;0;0;0;0;0;0;0;0;0;0;0;0
C202001426;0;0;0;0;2558.602;0;0;0;0;0;0;0;0;0;0;0;0;0
C202001427;0;0;0;0;0;0;101.97;0;400.47;0;0;0;0;0;0;0;0;0
C202001429;0;0;0;0;0;0;3697.362;0;0;0;0;0;0;0;0;0;0;0
C202001430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;0
C202001431;0;0;0;0;0;0;1942.169;0;0;0;0;0;0;0;0;0;0;0
C202001432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1914.15;0;0
C202001433;0;0;0;0;0;0;1722.098;0;2.5;0;0;0;0;0;0;0;0;0
C202001435;0;0;0;0;0;0;0;0;0;6643;0;0;0;0;0;0;0;0
C202001441;0;0;0;0.9;0;256.894;1.955;0;0;0;0;0;0;0;0;0;0;0
C202001447;0;0;0;0;0;0;0;0;0;1410;0;0;0;0;0;0;0;0
C202001448;0;0;0;0;0;0;1620.264;0;0;0;0;0;0;0;0;0;0;0
C202001449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5993.68;0;0
C202001453;0;0;0;0;0;0;0;0;0;0;0;0;4858.99;0;0;0;0;0
C202001455;0;0;0;0;0;0;0;0;0;4599.218;0;0;0;0;0;0;0;0
C202001456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7066.645;0;0.21
C202001457;0;0;0;0;0;0;0;0;0;0;2600;0;0;0;0;0;0;0
C202001459;0;0;0;0;0;0;0;0;480.56;0;0;0;0;0;0;0;0;0
C202001461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3709.435;0;0
C202100013;0;0;0;0;0;0;0;0;0;0;0;4361.56;0;0;0;0;0;0
C202100014;0;0;0;0;0;6001;0;0;0;0;0;0;0;0;0;0;0;0
C202100018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2743
C202100021;0;0;0;0;0;0;0;0;0;2260.839;0;0;0;0;0;0;0;0
C202100022;0;0;0;0;0;0;0;0;0;0;3237.24;0;0;0;0;0;0;0
C202100025;0;0;0;0;0;0;0;0;0;0;2750;0;0;0;0;0;0;0
C202100026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2784.5;0;0
C202100031;0;0;0;0;0;0;0;0;0;4989.65;0;0;0;0;0;0;0;0
C202100033;0;0;0;0;0;3400;0;0;0;0;0;0;0;0;0;0;0;0
C202100034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4603.998;0;0
C202100035;0;0;0;0;0;3509.45;0;0;0;0;0;0;0;0;0;0;0;0
C202100037;0;0;0;0;0;0;0;0;0;0;3150;0;0;0;0;0;0;0
C202100038;0;0;0;0;0;0;0;0;240.28;0;0;0;0;0;0;0;0;0
C202100044;0;0;0;0;0;0;0;0;8.284;0;0;0;0;0;0;0;0;0
C202100045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2490;0;0
C202100046;0;0;0;0;0;0;0;0;0;0;3300.344;0;0;0;0;0;0;0
C202100051;0;0;0;0.27;0;279.582;0.375;0;0.003;0;0;0;0;0;0;1914.62;0;0
C202100056;0;0;0;0;0;0;0;0;0;0;2506.08;0;0;0;0;0;0;0
C202100058;0;0;0;0;0;0;0;0;0;4591.073;0;0;0;0;0;0;0;0
C202100059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0
C202100061;0;0;0;0;0;0;0;0;0;0;2721.764;0;0;0;0;0;0;0
C202100063;0;0;0;0;0;10020;0;0;0;0;0;0;0;0;0;0;0;0
C202100064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4659.3;0;0
C202100065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4116.485
C202100070;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0
C202100071;0;0;0;0;0;4445;0;0;0;0;0;0;0;0;0;0;0;0
C202100075;0;0;0;0;0;0;0;0;0;7523;0;0;0;0;0;0;0;0
C202100078;0;0;0;0;0;0;0;0;0;4601.046;0;0;0;0;0;0;0;0
C202100082;0;0;0;0;0;16005;0;0;0;0;0;0;0;0;0;0;0;0
